TSB Ergonomic Report
  Job Title: angkat beras
  Job Number: 01
  Location: kediri
  Analyst: sudiarta
  Date: 2/20/2021
  Comments: beras 50KG x10
  



Time (sec),,, Joint Angles (deg),,,,,,,,,,,,,,,,,,,,,,,Joint Torques (Nm),,,,,,,,,,,,,,,,,,,,,,,Mean Strengths (Nm),,,,,,,,,,,,,,,,,,,,,,,Strength Std Devs (Nm),,,,,,,,,,,,,,,,,,,,,,,Percent Capables (%),,,,,,,,,,,,,,,,,,,,,,,
Time,Task,Action,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,
0.700, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,155.273,174.727,22.588,14.059,57.685,-51.806,32.852,-37.872,92.500,2.500,1.250,168.593,164.808,148.305,174.872,82.261,77.923,0.017,0.027,0.017,-0.126,-0.000,0.012,-1.537,0.286,-4.636,-2.614,-0.977,-0.288,-0.204,-0.022,-2.452,0.087,0.046,10.363,7.713,5.457,93.314,-0.262,154.610,7.595,8.166,8.463,11.000,11.421,14.340,68.846,31.155,82.235,86.773,110.252,99.725,40.319,29.312,242.102,138.854,86.198,223.529,225.392,154.415,105.882,150.317,156.833,2.430,2.613,2.708,3.520,4.111,4.876,16.917,6.271,20.237,21.354,30.080,27.208,9.132,6.639,76.280,31.238,23.060,60.992,61.501,54.041,37.056,49.709,51.863,99.909,99.908,99.909,99.899,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.916,100.000,100.000,100.000,100.000,99.707,63.284,99.873,51.723,
0.733, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,153.727,176.273,21.936,14.947,56.551,-54.185,33.901,-35.572,92.500,2.500,1.250,167.461,164.946,147.753,173.677,83.555,79.337,0.017,0.028,0.024,-0.127,-0.001,0.012,-1.558,0.388,-4.562,-2.822,-0.988,-0.261,-0.218,-0.013,-2.099,-0.154,0.049,11.267,9.004,5.653,93.871,-0.235,147.918,7.595,8.166,8.463,11.000,11.421,14.340,69.228,30.905,81.949,86.692,110.229,99.502,39.877,28.431,244.555,132.401,86.198,224.131,225.332,155.042,108.906,148.373,154.709,2.430,2.613,2.708,3.520,4.111,4.876,17.011,6.220,20.167,21.334,30.074,27.147,9.032,6.439,77.053,28.632,23.060,61.157,61.484,54.260,38.114,49.066,51.161,99.909,99.907,99.908,99.899,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.917,100.000,100.000,100.000,100.000,99.704,65.346,99.873,55.292,
0.767, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,152.182,177.818,20.629,15.913,54.021,-56.455,36.258,-33.385,92.500,2.500,1.250,165.522,161.549,148.802,163.740,84.807,78.776,0.017,0.028,0.031,-0.127,-0.001,0.012,-1.556,0.492,-4.366,-3.047,-1.003,-0.239,-0.232,-0.004,-1.593,-0.383,0.046,12.587,10.837,5.758,113.398,-0.215,131.374,7.595,8.166,8.463,11.000,11.421,14.340,69.666,30.649,81.579,86.616,110.280,99.267,38.887,27.592,248.754,132.401,86.198,225.074,226.656,153.839,130.837,146.492,155.552,2.430,2.613,2.708,3.520,4.111,4.876,17.118,6.169,20.076,21.315,30.088,27.083,8.808,6.249,78.376,28.632,23.060,61.414,61.845,53.839,45.789,48.444,51.440,99.909,99.907,99.907,99.899,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.919,100.000,100.000,100.000,100.000,99.702,64.842,99.873,68.090,
0.800, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,150.636,179.364,19.257,16.962,50.912,-58.626,39.181,-31.344,92.500,2.500,1.250,162.573,160.322,151.913,158.053,86.084,83.514,0.017,0.029,0.038,-0.127,-0.001,0.012,-1.550,0.598,-4.149,-3.288,-1.027,-0.223,-0.246,0.005,-1.049,-0.608,0.040,14.412,13.197,5.747,122.056,-0.205,115.302,7.595,8.166,8.463,11.000,11.421,14.340,70.101,30.385,81.156,86.548,110.312,99.019,37.666,7.952,255.142,132.401,86.198,226.293,227.049,149.965,140.934,144.573,148.435,2.430,2.613,2.708,3.520,4.111,4.876,17.225,6.116,19.972,21.298,30.097,27.016,8.531,2.034,80.389,28.632,23.060,61.746,61.953,52.483,49.323,47.809,49.086,99.909,99.907,99.906,99.899,99.725,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.921,100.000,100.000,100.000,100.000,99.699,64.913,99.873,75.022,
0.833, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,150.909,179.091,17.687,18.127,46.917,-60.588,42.991,-29.593,92.348,2.348,1.174,162.092,160.848,158.471,155.513,87.862,85.530,0.017,0.028,0.040,-0.121,-0.001,0.012,-1.479,0.641,-3.839,-3.508,-1.004,-0.236,-0.243,0.004,-0.693,-0.805,0.034,-0.670,-2.051,-1.999,10.345,-3.257,-5.182,7.595,8.166,8.463,11.000,11.421,14.340,70.198,30.318,80.927,86.248,110.470,98.636,36.086,6.852,256.183,133.623,86.157,196.041,196.134,130.365,144.899,141.903,145.406,2.430,2.613,2.708,3.520,4.111,4.876,17.249,6.102,19.915,21.225,30.140,26.911,8.173,1.753,80.717,28.896,23.049,78.705,78.742,38.392,50.710,46.926,48.085,99.909,99.907,99.906,99.900,99.725,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.922,100.000,100.000,99.347,99.314,99.958,99.601,99.843,99.822,
0.867, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,152.455,177.545,16.043,18.755,41.700,-61.398,48.075,-29.019,92.091,2.091,1.045,162.285,162.417,155.789,154.813,84.742,83.063,0.017,0.028,0.039,-0.112,-0.001,0.011,-1.357,0.615,-3.466,-3.599,-0.946,-0.254,-0.230,-0.005,-0.581,-0.920,0.031,-0.535,-2.093,-1.826,10.656,-3.727,-7.635,7.595,8.166,8.463,11.000,11.421,14.340,70.050,30.441,80.759,85.929,110.665,98.349,34.001,25.838,255.478,135.699,86.088,196.028,196.019,127.931,145.934,146.590,149.112,2.430,2.613,2.708,3.520,4.111,4.876,17.213,6.127,19.874,21.146,30.193,26.833,7.701,5.852,80.495,29.345,23.031,78.699,78.696,37.675,51.073,48.476,49.310,99.909,99.907,99.906,99.901,99.725,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.923,100.000,100.000,99.350,99.313,99.959,99.595,99.839,99.794,
0.900, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,154.000,176.000,14.532,18.710,35.255,-61.032,54.362,-29.562,91.833,1.833,0.917,163.631,164.329,145.834,154.818,77.868,80.957,0.017,0.027,0.035,-0.103,-0.001,0.010,-1.227,0.559,-3.111,-3.565,-0.885,-0.252,-0.216,-0.014,-0.592,-1.051,0.031,14.714,13.049,6.274,98.429,-0.229,48.634,7.595,8.166,8.463,11.000,11.421,14.340,69.881,30.620,80.452,85.771,110.756,98.276,31.424,26.008,251.337,137.775,86.022,225.885,225.598,157.112,145.927,156.915,152.276,2.430,2.613,2.708,3.520,4.111,4.876,17.171,6.163,19.798,21.107,30.218,26.813,7.117,5.891,79.190,29.794,23.013,61.635,61.557,54.985,51.070,51.891,50.356,99.909,99.908,99.907,99.901,99.725,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.922,100.000,100.000,100.000,100.000,99.695,82.388,99.873,98.021,
0.933, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,155.545,174.455,13.224,18.058,27.347,-59.517,62.130,-31.200,91.576,1.576,0.788,169.836,166.577,135.305,155.527,70.826,79.219,0.017,0.026,0.029,-0.093,-0.001,0.009,-1.089,0.475,-2.788,-3.417,-0.823,-0.232,-0.202,-0.023,-0.720,-1.211,0.033,11.265,9.196,6.634,81.639,-0.252,22.256,7.595,8.166,8.463,11.000,11.421,14.340,69.685,30.851,79.973,85.769,110.713,98.399,28.252,26.601,239.411,139.852,85.958,222.824,224.574,165.608,144.878,167.493,154.886,2.430,2.613,2.708,3.520,4.111,4.876,17.123,6.209,19.680,21.107,30.206,26.847,6.399,6.025,75.432,30.243,22.996,60.800,61.278,57.958,50.703,55.388,51.220,99.909,99.908,99.907,99.902,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.922,100.000,100.000,100.000,100.000,99.695,89.388,99.873,99.519,
0.967, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,157.091,172.909,12.213,16.885,17.841,-56.719,71.492,-34.061,91.318,1.318,0.659,176.348,169.185,126.511,157.002,65.000,77.886,0.017,0.025,0.022,-0.082,-0.001,0.008,-0.946,0.366,-2.519,-3.170,-0.759,-0.202,-0.188,-0.032,-0.956,-1.349,0.037,7.371,4.789,6.797,62.227,-0.282,-4.490,7.595,8.166,8.463,11.000,11.421,14.340,69.452,31.125,79.301,85.927,110.505,98.709,24.435,27.665,225.307,141.927,85.895,218.379,223.199,169.311,142.615,176.244,156.888,2.430,2.613,2.708,3.520,4.111,4.876,17.066,6.265,19.515,21.146,30.149,26.931,5.534,6.266,70.989,30.692,22.979,59.587,60.902,59.254,49.911,58.282,51.882,99.909,99.908,99.908,99.903,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.921,100.000,100.000,100.000,100.000,99.695,94.638,99.873,99.834,
1.000, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,158.636,171.364,11.587,15.320,6.935,-52.238,82.263,-38.554,91.061,1.061,0.531,177.167,172.223,120.300,159.396,65.000,77.043,0.018,0.025,0.014,-0.071,-0.000,0.007,-0.797,0.234,-2.330,-2.843,-0.692,-0.165,-0.174,-0.041,-1.289,-1.494,0.043,3.321,0.138,6.793,40.106,-0.282,-31.266,7.595,8.166,8.463,11.000,11.421,14.340,69.175,31.432,78.448,86.276,110.123,99.197,20.049,29.353,223.534,144.004,85.834,217.731,221.341,170.271,138.703,176.244,158.154,2.430,2.613,2.708,3.520,4.111,4.876,16.998,6.326,19.305,21.231,30.045,27.064,4.541,6.648,70.430,31.141,22.963,59.410,60.395,59.590,48.542,58.282,52.300,99.909,99.908,99.909,99.904,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.920,100.000,100.000,100.000,100.000,99.695,97.888,99.873,99.236,
1.033, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,160.182,169.818,11.407,13.544,-4.390,-45.414,-86.543,-45.351,90.803,0.803,0.402,171.022,175.314,117.056,162.051,65.000,76.773,0.011,0.024,-0.004,-0.059,0.001,0.006,-0.647,0.075,-2.249,-2.457,-0.626,-0.129,-0.160,-0.051,-1.728,-1.638,0.050,-0.700,-4.578,6.560,17.499,-0.306,-57.409,7.595,8.166,10.230,11.000,13.580,14.340,68.848,31.756,96.493,86.867,109.609,99.861,50.950,31.916,227.547,146.081,85.775,195.788,195.923,170.276,134.016,176.244,158.560,2.430,2.613,3.274,3.520,4.617,4.876,16.917,6.392,23.746,21.377,29.905,27.245,11.540,7.229,71.694,31.590,22.947,78.603,78.657,59.592,46.902,58.282,52.435,99.909,99.908,99.910,99.905,99.836,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.918,100.000,100.000,99.346,99.250,99.699,99.350,99.873,97.314,
1.067, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,161.727,168.273,11.619,11.814,-14.593,-35.311,-76.459,-55.383,90.545,0.545,0.282,165.609,177.264,116.881,162.695,65.000,76.749,0.011,0.024,-0.017,-0.048,0.002,0.006,-0.502,-0.092,-2.275,-2.076,-0.565,-0.114,-0.146,-0.061,-2.270,-1.791,0.058,-4.431,-9.058,6.088,1.281,-0.348,-81.874,7.595,8.166,10.230,11.000,13.580,14.340,68.475,62.196,95.642,87.771,109.069,100.694,46.845,35.705,223.323,148.157,85.725,195.855,196.039,170.268,132.823,176.244,158.596,2.430,2.613,3.274,3.520,4.617,4.876,16.826,15.283,23.536,21.600,29.758,27.473,10.610,8.087,70.364,32.039,22.934,78.630,78.704,59.589,46.484,58.282,52.446,99.909,99.908,99.909,99.906,99.836,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.916,100.000,100.000,99.254,99.124,99.706,99.767,99.872,92.827,
1.100, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,163.273,166.727,12.101,10.489,-23.275,-21.269,-67.854,-69.346,90.288,0.288,0.150,161.319,178.169,119.619,161.436,65.000,76.830,0.012,0.024,-0.031,-0.038,0.003,0.005,-0.363,-0.266,-2.382,-1.767,-0.514,-0.135,-0.132,-0.071,-2.888,-1.952,0.070,-7.644,-13.066,5.372,-8.768,-0.400,-104.692,7.595,8.166,10.230,11.000,13.580,14.340,68.069,62.673,94.925,89.030,108.554,101.653,43.348,40.974,221.364,150.233,85.667,196.097,196.105,170.299,133.056,176.244,158.475,2.430,2.613,3.274,3.520,4.617,4.876,16.726,15.400,23.360,21.909,29.617,27.734,9.818,9.280,69.746,32.488,22.918,78.727,78.730,59.600,39.184,58.282,52.406,99.909,99.908,99.908,99.907,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.913,100.000,100.000,99.165,98.995,99.717,99.924,99.872,84.766,
1.133, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,164.818,165.182,12.761,9.925,-30.497,-4.105,-60.690,-86.419,89.947,0.032,0.016,158.397,178.417,124.923,159.041,65.000,77.178,0.012,0.023,-0.044,-0.027,0.004,0.004,-0.227,-0.441,-2.545,-1.617,-0.473,-0.204,-0.118,-0.082,-3.599,-2.096,0.076,-10.189,-16.453,4.437,-14.739,-0.454,-125.944,7.595,8.166,10.230,11.000,13.580,14.340,67.638,63.074,94.344,90.534,108.083,102.615,40.437,47.416,220.826,152.860,85.646,196.357,196.124,169.680,130.882,176.244,157.952,2.430,2.613,3.274,3.520,4.617,4.876,16.620,15.499,23.217,22.279,29.489,27.997,9.159,10.739,69.577,33.056,22.912,78.831,78.738,59.383,38.544,58.282,52.233,99.909,99.908,99.907,99.908,99.835,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.910,100.000,100.000,99.089,98.874,99.730,99.870,99.872,73.005,
1.167, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,166.364,163.636,13.550,10.278,-36.656,12.657,-54.571,76.916,89.773,-0.227,-0.113,156.382,177.278,130.955,153.585,65.000,76.511,0.012,0.023,-0.057,-0.017,0.006,0.003,-0.097,-0.611,-2.743,-1.667,-0.457,-0.320,-0.104,-0.092,-4.140,-2.270,0.083,-12.296,-19.186,3.428,-12.041,-0.499,-146.380,7.595,8.166,10.230,11.000,13.580,14.340,67.187,63.386,93.862,74.275,107.643,103.352,37.953,20.729,223.294,154.386,85.557,196.581,196.040,167.801,125.930,176.244,158.954,2.430,2.613,3.274,3.520,4.617,4.876,16.509,15.575,23.098,18.278,29.369,28.198,8.596,4.695,70.354,33.386,22.888,78.921,78.704,58.726,37.086,58.282,52.565,99.909,99.908,99.905,99.909,99.835,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.908,100.000,100.000,99.022,98.767,99.743,99.893,99.871,59.463,
1.200, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,167.909,162.091,14.415,11.324,-41.782,26.337,-49.487,63.312,89.515,-0.485,-0.242,155.464,176.342,138.151,148.658,65.000,76.494,0.013,0.028,-0.069,0.001,0.007,0.000,0.041,-0.768,-2.981,-1.876,-0.441,-0.429,-0.090,-0.103,-4.772,-2.427,0.088,-13.782,-21.363,2.354,-10.246,-0.535,-165.669,7.595,8.166,10.230,9.100,13.580,14.340,34.301,63.630,93.484,75.313,107.247,103.766,35.887,25.863,225.321,156.462,85.507,196.695,195.980,163.771,121.459,176.244,158.979,2.430,2.613,3.274,2.912,4.617,4.876,6.904,15.635,23.005,18.534,29.260,28.311,8.128,5.858,70.993,33.835,22.875,78.967,78.680,57.315,35.769,58.282,52.573,99.909,99.907,99.904,99.911,99.835,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.905,100.000,100.000,98.972,98.676,99.756,99.906,99.871,44.924,
1.233, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,169.455,160.545,15.375,12.634,-46.253,35.673,-45.041,54.028,89.258,-0.742,-0.370,155.734,175.888,146.259,144.582,65.000,77.085,0.013,0.028,-0.079,0.009,0.008,-0.000,0.166,-0.907,-3.225,-2.145,-0.445,-0.530,-0.077,-0.113,-5.259,-2.586,0.090,-5.123,-2.339,18.025,-0.053,-14.118,-6.618,7.595,8.166,10.230,9.100,13.580,12.060,34.026,63.843,93.165,75.908,106.866,103.884,34.083,29.367,226.303,158.538,85.459,196.661,195.953,156.668,117.760,176.244,158.091,2.430,2.613,3.274,2.912,4.617,4.342,6.848,15.687,22.927,18.680,29.157,28.343,7.720,6.651,71.302,34.284,22.862,78.953,78.669,54.829,34.680,58.282,52.279,99.909,99.907,99.903,99.910,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.903,100.000,100.000,99.236,99.307,99.427,99.965,99.729,99.811,
1.267, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,171.000,159.000,16.394,13.891,-50.112,41.667,-41.220,48.038,89.000,-1.000,-0.499,157.026,175.837,154.966,141.347,65.000,78.064,0.014,0.027,-0.088,0.017,0.008,-0.000,0.292,-1.023,-3.492,-2.396,-0.452,-0.602,-0.063,-0.123,-5.765,-2.746,0.088,-6.095,1.447,105.951,4.744,85.275,-0.350,7.595,8.166,10.230,9.100,13.580,12.060,33.745,64.053,92.906,76.183,106.507,103.831,32.529,31.621,226.415,160.614,85.412,196.505,218.774,145.710,161.309,176.244,156.620,2.430,2.613,3.274,2.912,4.617,4.342,6.792,15.739,22.863,18.748,29.059,28.329,7.368,7.162,71.338,34.733,22.850,78.891,59.695,50.994,56.453,58.282,51.793,99.909,99.907,99.902,99.909,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.901,100.000,100.000,99.209,100.000,78.227,99.722,94.074,99.872,
1.300, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,172.545,157.455,17.500,14.827,-53.553,44.972,-37.813,44.685,88.742,-1.258,-0.628,159.346,176.275,163.978,138.989,65.000,79.251,0.014,0.027,-0.095,0.026,0.009,-0.001,0.418,-1.115,-3.775,-2.581,-0.469,-0.655,-0.050,-0.133,-6.133,-2.908,0.084,-5.614,2.234,93.401,5.114,108.796,-0.315,7.595,8.166,10.230,9.100,13.580,12.060,33.456,64.285,92.685,76.225,106.153,103.701,31.144,32.874,225.466,162.691,85.367,196.264,218.436,130.377,163.167,176.244,154.838,2.430,2.613,3.274,2.912,4.617,4.342,6.734,15.796,22.809,18.758,28.962,28.293,7.054,7.446,71.039,35.182,22.838,78.794,59.603,45.628,57.104,58.282,51.204,99.909,99.908,99.902,99.908,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.899,100.000,100.000,99.222,100.000,79.119,99.717,87.646,99.872,
1.333, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,174.091,155.909,18.698,15.286,-56.650,46.091,-34.754,43.451,88.485,-1.515,-0.757,162.351,177.238,172.397,137.576,65.000,80.483,0.015,0.027,-0.100,0.034,0.009,-0.001,0.544,-1.180,-4.074,-2.670,-0.495,-0.689,-0.037,-0.142,-6.362,-3.074,0.076,-4.680,3.297,77.506,5.422,121.768,-0.282,7.595,8.166,10.230,9.100,13.580,12.060,33.160,64.552,92.492,76.096,105.796,103.558,29.898,33.316,223.381,164.768,85.325,196.024,217.674,112.053,164.168,176.244,152.988,2.430,2.613,3.274,2.912,4.617,4.342,6.674,15.862,22.761,18.726,28.865,28.254,6.772,7.546,70.382,35.631,22.826,78.698,59.395,39.215,57.454,58.282,50.592,99.909,99.908,99.901,99.907,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.897,100.000,100.000,99.247,100.000,81.088,99.713,82.508,99.872,
1.367, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,175.636,154.364,19.992,15.171,-59.451,45.114,-31.997,44.244,88.227,-1.773,-0.885,162.656,178.766,172.944,137.219,65.000,81.633,0.015,0.027,-0.102,0.042,0.010,-0.001,0.671,-1.217,-4.386,-2.645,-0.530,-0.702,-0.024,-0.152,-6.436,-3.245,0.064,-3.237,4.660,76.219,5.666,120.744,-0.253,7.595,8.166,10.230,9.100,13.580,12.060,32.854,64.863,92.322,75.814,105.434,103.426,28.773,32.982,220.070,166.843,85.283,196.004,216.407,110.719,164.409,176.244,151.260,2.430,2.613,3.274,2.912,4.617,4.342,6.613,15.938,22.719,18.657,28.766,28.218,6.517,7.470,69.339,36.080,22.815,78.690,59.049,38.748,57.538,58.282,50.020,99.909,99.908,99.901,99.906,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.896,100.000,100.000,99.284,100.000,81.341,99.709,82.957,99.873,
1.400, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,177.182,152.818,21.383,14.462,-61.988,41.693,-29.504,47.397,87.970,-2.030,-1.014,159.979,179.071,164.705,138.087,65.000,82.613,0.015,0.027,-0.103,0.051,0.010,-0.001,0.797,-1.225,-4.712,-2.499,-0.572,-0.693,-0.011,-0.161,-6.346,-3.422,0.048,-1.244,6.359,91.166,5.837,103.837,-0.230,7.595,8.166,10.230,9.100,13.580,12.060,32.540,65.219,92.173,75.346,105.065,103.292,27.755,31.744,219.410,168.920,85.244,196.207,216.146,128.951,163.816,176.244,149.787,2.430,2.613,3.274,2.912,4.617,4.342,6.549,16.026,22.683,18.542,28.665,28.182,6.286,7.190,69.131,36.529,22.805,78.771,58.978,45.129,57.331,58.282,49.533,99.909,99.908,99.901,99.905,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.897,100.000,100.000,99.333,100.000,79.883,99.706,89.298,99.873,
1.433, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,178.727,151.273,22.898,13.571,-64.312,36.762,-27.219,52.035,87.712,-2.288,-1.143,158.819,176.112,158.337,140.460,70.061,83.399,0.015,0.027,-0.103,0.059,0.010,-0.001,0.922,-1.223,-5.045,-2.315,-0.625,-0.684,0.002,-0.169,-6.090,-3.600,0.031,1.329,8.452,98.921,5.923,81.875,-0.216,7.595,8.166,10.230,9.100,13.580,12.060,32.214,65.585,92.035,74.746,104.679,103.116,4.872,29.942,225.819,170.997,85.206,227.470,218.562,140.470,162.035,168.642,148.607,2.430,2.613,3.274,2.912,4.617,4.342,6.484,16.115,22.649,18.394,28.560,28.134,1.247,6.782,71.150,36.978,22.795,62.068,59.637,49.160,56.708,55.768,49.143,99.909,99.908,99.901,99.904,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.899,100.000,100.000,100.000,100.000,80.105,99.704,94.015,99.873,
1.467, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,179.500,150.500,24.687,12.699,-66.566,31.151,-25.104,57.419,87.583,-2.417,-1.207,159.316,171.726,154.881,145.484,82.727,84.320,0.015,0.027,-0.101,0.066,0.009,-0.002,1.025,-1.193,-5.385,-2.123,-0.693,-0.648,0.009,-0.173,-5.714,-3.709,0.014,4.602,11.329,98.935,5.884,59.430,-0.212,7.595,8.166,10.230,9.100,13.580,12.060,31.958,65.802,91.777,74.179,104.176,102.950,3.432,27.872,235.317,172.034,85.188,227.338,221.663,145.835,157.472,149.616,147.224,2.430,2.613,3.274,2.912,4.617,4.342,6.432,16.169,22.585,18.255,28.423,28.088,0.878,6.313,74.142,37.203,22.790,62.032,60.483,51.038,55.110,49.477,48.686,99.909,99.908,99.901,99.904,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.902,100.000,100.000,100.000,100.000,82.098,99.702,96.584,99.873,
1.500, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,176.667,153.333,25.597,11.473,-67.332,22.931,-24.632,65.743,88.055,-1.944,-0.971,163.322,172.076,155.928,141.737,80.133,79.542,0.014,0.027,-0.089,0.061,0.008,-0.002,0.945,-1.033,-5.378,-1.868,-0.755,-0.545,-0.015,-0.154,-4.443,-3.441,0.017,5.171,11.137,80.352,6.155,26.463,-0.229,7.595,8.166,10.230,9.100,13.580,12.060,32.222,65.388,91.229,73.851,103.710,102.961,25.686,24.760,234.559,168.228,85.257,226.007,221.437,144.274,160.979,153.513,154.401,2.430,2.613,3.274,2.912,4.617,4.342,6.485,16.067,22.450,18.174,28.296,28.091,5.818,5.608,73.904,36.380,22.808,61.669,60.422,50.492,56.338,50.765,51.059,99.909,99.908,99.902,99.904,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.907,100.000,100.000,100.000,100.000,89.728,99.700,99.383,99.873,
